Index,ItemName,WeaponType,Stand,Walk,SwingAttack,SwingFinalAttack,StabAttack,StabFinalAttack,ShootAttack,ShootFinalAttack,desc
twohandedweapon-851,몽키 스페너,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-846,골든 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-546,곡괭이,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1110,타이탄,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-756,빅해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1081,플루튬,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1330,호프만,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-653,사케(일본주),none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-557,크롬,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1123,레오마이트,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-453,메이플 빅 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1286,골든 스미스해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-559,드래곤 플레임,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1127,메이플 벨제트,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-490,타임리스 벨로체,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-645,메이플 파이롭 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1112,라이온하트 기간틱모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1368,아가레스 블러디모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1054,메이플 베릴 토르,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-894,메이플 래티넘 토르,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-648,네크로 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1059,메이플 이올렛 빅모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,#c잠재능력을 재설정하면 현재 장비 레벨보다 더높은 수치를 가진 잠재능력이 부여될 수 있는 장비입니다.#
twohandedweapon-1392,템페스트 빅모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-942,얼티밋 빅모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1462,파프니르 라이트닝어,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-906,스칼렛 배틀해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1126,10주년 블랙 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1376,10주년 화이트 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-692,마이스터 배틀해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1013,레볼루션 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-568,레드 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-240,살벌한 전기톱,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-874,11주년 세인트 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1119,자쿰의 포이즈닉 빅해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-757,쟈이힌 투핸드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1218,우트가르드 투핸드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1396,앱솔랩스 브로드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1408,로얄 반 레온 투핸드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-826,메이플 트레져 모울,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,메이플 12주년 기념 장비이다.
twohandedweapon-1269,설화선,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-641,아케인셰이드 투핸드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1186,봉인된 제네시스 투핸드해머,none,stand1,walk2,"swingT1,swingT2,swingT3",swingTF,"stabO1,stabO2",stabOF,,,
twohandedweapon-1340,창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1234,포크 창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-844,삼지창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-935,나카마키,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-959,장팔사모,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-614,제코,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1190,십자창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-492,스페판,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1020,물고기 작살,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1407,죽창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1284,호진공창,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1322,페어프로즌,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1134,메이플 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-707,펌프킨 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-696,스키_레드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-540,스키_오렌지,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1199,스키_그린,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-598,스키_스카이,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1261,피나카,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-724,드래곤 팔티잔,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1442,낚싯대,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-863,메이플 베리트 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-533,타임리스 알슈피스,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-664,벨룸 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,\n 전용 주문서와 주문의 흔적 사용 가능
twohandedweapon-594,메이플 파이롭 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-997,막스 반 레온 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-497,라이온하트 푸스키나,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1323,아가레스 블러디 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1448,메이플 베릴 파르파티,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-458,메이플 래티넘 파르파티,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1052,네크로 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1024,메이플 이올렛 올피어스,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,#c잠재능력을 재설정하면 현재 장비 레벨보다 더높은 수치를 가진 잠재능력이 부여될 수 있는 장비입니다.#
twohandedweapon-1315,템페스트 올피어스,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-472,아메리칸 핫도그,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-495,얼티밋 올피어스,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1452,파프니르 브류나크,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1158,스칼렛 배틀스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-459,10주년 블랙 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1425,10주년 화이트 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-639,마이스터 배틀스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-750,레볼루션 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-878,레드 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-816,11주년 세인트 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-542,자쿰의 포이즈닉 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-573,쟈이힌 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-530,우트가르드 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-450,앱솔랩스 피어싱스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-484,메이플 트레져 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,메이플 12주년 기념 장비이다.
twohandedweapon-1363,아케인셰이드 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1099,봉인된 제네시스 스피어,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-889,폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1202,미스릴 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1459,커터문,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-469,도끼 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1201,지저분한 대걸레,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-753,구룡도,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1172,아이언 볼,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-881,팬텀,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-496,황룡도,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1303,크레센트,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1437,방천극,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1086,서핑보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1159,스카이 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-920,아쿠아 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1346,실버 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1181,골든 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-617,다크 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-477,블러드 스노우보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1132,냉동참치,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1154,월아산,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1080,핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-803,노란 대걸레,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1242,흰색 대걸레,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-651,남색 대걸레,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-635,메이플 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-838,청룡언월도,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-728,빨간색 서핑보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-793,초록색 서핑보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1348,검정색 서핑보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1058,황금색 서핑보드,none,stand1,walk1,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1254,제드버그,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-818,드래곤 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-776,슈퍼 스노우보드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1108,화이트캔디,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-725,메이플 카르스탄,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-663,타임리스 디에스이라에,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1386,아란의 폴암 마하,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-553,베인 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-555,스틸 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1277,모글레이,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,\n 전용 주문서와 주문의 흔적 사용 가능
twohandedweapon-783,메이플 파이롭 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1326,설빙지도,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-727,막스 반 레온 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-752,라이온하트 파르티잔,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1416,아가레스 블러디 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1453,날렵한 전사의 장미,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-806,광포한 전사의 장미,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1043,분노한 전사의 장미,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1309,메이플 래티넘 프람,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1271,유니언 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-989,네크로 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-789,메이플 이올렛 하프문,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,#c잠재능력을 재설정하면 현재 장비 레벨보다 더높은 수치를 가진 잠재능력이 부여될 수 있는 장비입니다.#
twohandedweapon-632,유성빙하도,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-498,템페스트 하프문,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1319,얼티밋 하프문,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-537,파프니르 문글레이브,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-581,스칼렛 헬버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-464,10주년 블랙 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1298,10주년 화이트 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1465,마이스터 헬버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-755,레볼루션 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1055,11주년 세인트 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1139,자쿰의 포이즈닉 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-602,쟈이힌 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1235,우트가르드 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-843,앱솔랩스 핼버드,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1128,메이플 트레져 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,메이플 12주년 기념 장비이다.
twohandedweapon-968,아케인셰이드 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1404,봉인된 제네시스 폴암,none,stand2,walk2,"swingT2,swingP1,swingP2",swingPF,"stabT1,stabT2",stabTF,,,
twohandedweapon-1173,배틀 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-891,사냥꾼의 활,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-729,워 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-667,합금 활,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1038,봉황위궁,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-761,라이덴,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1294,레드 바이퍼,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-656,발터2000,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-677,올림푸스,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-721,레드 힌켈,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-566,블루 힌켈,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1129,골든 힌켈,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-628,마린 아룬드,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-517,파이어 아룬드,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-980,골든 아룬드,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-737,다크 아룬드,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1418,메이플 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-558,메투스,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-937,마법 파괴 활,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1411,화이트 니스록,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-536,골든 니스록,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1027,다크 니스록,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-671,메이플 헌터스,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1259,조가지궁,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1105,메투스 블루,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1211,메투스 블랙,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1417,드래곤 샤인보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-780,메이플 간디바 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1093,타임리스 엔가우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1274,바리사다,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,\n 전용 주문서와 주문의 흔적 사용 가능
twohandedweapon-839,베인 롱보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1151,메이플 파이롭 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1400,팍스 반 레온 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-895,팔콘윙 컴포지트 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-719,이포스 블러디 롱보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1031,날렵한 레이븐 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1329,광포한 레이븐 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-963,분노한 레이븐 보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-670,메이플 베릴 템페스트,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-859,메이플 래티넘 템페스트,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1347,네크로 롱보우,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
twohandedweapon-1212,메이플 이올렛 애쉬로드,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,#c잠재능력을 재설정하면 현재 장비 레벨보다 더높은 수치를 가진 잠재능력이 부여될 수 있는 장비입니다.#
twohandedweapon-456,신묘사수지궁,none,stand1,walk1,"swingT1,swingT3",,,,shoot1,shootF,
